Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,2,1,2,2,56,1,92,"0,00%","119,6","45,2","8,75"
Total,1000,2,1,2,2,56,1,92,"0,00%","119,6","45,2","8,75"
