Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,3,3,4,4,52,2,104,"0,00%","221,5","73,4","8,42"
Total,2000,3,3,4,4,52,2,104,"0,00%","221,5","73,4","8,42"
