Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,3,2,3,3,98,1,120,"0,00%","96,9","37,6","12,43"
Total,1000,3,2,3,3,98,1,120,"0,00%","96,9","37,6","12,43"
