Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,4,2,3,3,97,1,118,"0,00%","297,4","132,5","12,44"
Total,2000,4,2,3,3,97,1,118,"0,00%","297,4","132,5","12,44"
