Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,3,2,3,3,68,1,120,"0,00%","231,7","87,6","10,07"
Total,2000,3,2,3,3,68,1,120,"0,00%","231,7","87,6","10,07"
