Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,3,2,3,3,37,1,108,"0,00%","334,9","126,6","8,75"
Total,3000,3,2,3,3,37,1,108,"0,00%","334,9","126,6","8,75"
