Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,3,3,3,4,23,2,95,"0,00%","186,2","88,5","7,57"
Total,2000,3,3,3,4,23,2,95,"0,00%","186,2","88,5","7,57"
