Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,4,3,3,4,51,2,127,"0,00%","274,1","130,3","10,16"
Total,3000,4,3,3,4,51,2,127,"0,00%","274,1","130,3","10,16"
