Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,4,4,5,5,61,2,104,"0,00%","94,9","23,9","9,69"
Total,1000,4,4,5,5,61,2,104,"0,00%","94,9","23,9","9,69"
