Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,5,4,5,9,82,2,118,"0,00%","186,7","70,9","10,65"
Total,2000,5,4,5,9,82,2,118,"0,00%","186,7","70,9","10,65"
