Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,27,24,33,54,103,16,135,"0,00%","95,5","36,3","14,42"
Total,1000,27,24,33,54,103,16,135,"0,00%","95,5","36,3","14,42"
