Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,3,3,3,4,31,2,70,"0,00%","120,0","57,0","6,19"
Total,1000,3,3,3,4,31,2,70,"0,00%","120,0","57,0","6,19"
