Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,4,3,4,5,45,2,84,"0,00%","119,5","61,2","7,33"
Total,1000,4,3,4,5,45,2,84,"0,00%","119,5","61,2","7,33"
