Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,6,5,7,7,58,4,1004,"0,00%","337,3","172,9","20,67"
Total,3000,6,5,7,7,58,4,1004,"0,00%","337,3","172,9","20,67"
