Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,4,3,4,5,29,2,111,"0,00%","332,0","170,0","8,22"
Total,3000,4,3,4,5,29,2,111,"0,00%","332,0","170,0","8,22"
