Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,3,1,2,2,94,1,127,"0,00%","289,7","118,5","12,68"
Total,2000,3,1,2,2,94,1,127,"0,00%","289,7","118,5","12,68"
