timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1549790004156,10282,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790004157,5113,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790005158,10278,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790005158,0,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790006158,10278,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790006158,125,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790007159,10278,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790007159,125,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790008159,10382,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790008159,0,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790009160,10382,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790009160,498,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790010160,10382,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790010160,0,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790011160,10382,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790011161,249,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790012161,10382,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790012161,125,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790013161,10382,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790013162,125,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790014162,10382,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790014162,374,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790015162,10382,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790015162,0,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790016163,10382,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790016163,125,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790017163,10382,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790017163,124,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790018164,10411,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790018164,125,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790019164,10411,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790019164,125,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790020165,10411,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790020165,124,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790021165,10411,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790021165,125,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790022165,10411,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790022165,0,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790023166,10411,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790023166,124,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790024166,10411,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790024166,125,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790025167,10411,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790025167,125,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790026167,10411,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790026167,125,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790027167,10414,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790027167,2380,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790028168,10427,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790028168,249,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790029168,10427,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790029168,125,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790030168,10427,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790030168,125,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790031169,10427,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790031169,249,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790032169,10427,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790032169,125,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790033169,10427,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790033169,0,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790034170,10427,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790034170,125,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790035170,10425,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790035170,125,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790036170,10438,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790036171,498,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790037171,10438,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790037171,125,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790038171,10438,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790038171,125,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790039171,10438,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790039171,125,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790040172,10438,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790040172,250,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790041172,10438,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
1549790041172,0,18.222.215.166 CPU,,,,,true,,0,0,0,0,null,0,0,0
1549790042172,10438,18.222.215.166 Memory,,,,,true,,0,0,0,0,null,0,0,0
