Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,3,2,3,3,44,1,102,"0,00%","229,6","102,3","8,49"
Total,2000,3,2,3,3,44,1,102,"0,00%","229,6","102,3","8,49"
