Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,5,4,4,6,54,3,109,"0,00%","333,2","148,7","9,25"
Total,3000,5,4,4,6,54,3,109,"0,00%","333,2","148,7","9,25"
