Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,2,1,2,2,93,0,146,"0,00%","335,6","149,4","12,20"
Total,3000,2,1,2,2,93,0,146,"0,00%","335,6","149,4","12,20"
