Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,6,5,7,8,50,4,1004,"0,00%","334,5","171,5","20,68"
Total,3000,6,5,7,8,50,4,1004,"0,00%","334,5","171,5","20,68"
