Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,6,4,5,6,103,3,154,"0,00%","291,7","139,0","14,61"
Total,2000,6,4,5,6,103,3,154,"0,00%","291,7","139,0","14,61"
