Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,6,3,4,4,135,2,156,"0,00%","292,6","139,4","19,10"
Total,2000,6,3,4,4,135,2,156,"0,00%","292,6","139,4","19,10"
