Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,41,5,10,153,1005,3,1012,"0,00%","418,4","199,5","170,01"
Total,3000,41,5,10,153,1005,3,1012,"0,00%","418,4","199,5","170,01"
