Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,4,3,3,4,92,2,102,"0,00%","154,2","68,7","11,67"
Total,1000,4,3,3,4,92,2,102,"0,00%","154,2","68,7","11,67"
