Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,5,4,5,6,52,3,118,"0,00%","418,6","186,8","8,94"
Total,3000,5,4,5,6,52,3,118,"0,00%","418,6","186,8","8,94"
