Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,2,1,2,2,54,1,123,"0,00%","414,3","160,6","9,76"
Total,3000,2,1,2,2,54,1,123,"0,00%","414,3","160,6","9,76"
