Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,4,2,3,3,119,1,171,"0,00%","423,3","164,1","15,98"
Total,3000,4,2,3,3,119,1,171,"0,00%","423,3","164,1","15,98"
