Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,3,2,3,3,80,2,94,"0,00%","155,9","69,5","9,73"
Total,1000,3,2,3,3,80,2,94,"0,00%","155,9","69,5","9,73"
