Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,1,1,1,2,27,0,80,"0,00%","119,3","48,8","6,77"
Total,1000,1,1,1,2,27,0,80,"0,00%","119,3","48,8","6,77"
