Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,3,2,3,3,67,2,92,"0,00%","119,5","48,9","9,22"
Total,1000,3,2,3,3,67,2,92,"0,00%","119,5","48,9","9,22"
