Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,2,1,2,2,75,1,104,"0,00%","119,7","49,0","9,90"
Total,1000,2,1,2,2,75,1,104,"0,00%","119,7","49,0","9,90"
