Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,4,2,3,3,107,2,138,"0,00%","280,0","66,7","14,19"
Total,2000,4,2,3,3,107,2,138,"0,00%","280,0","66,7","14,19"
