Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,2,2,3,3,33,1,94,"0,00%","333,8","129,4","6,60"
Total,3000,2,2,3,3,33,1,94,"0,00%","333,8","129,4","6,60"
