Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,9339,9047,14577,15018,15709,415,17405,"0,00%","94,0","38,5","4144,53"
Total,2000,9339,9047,14577,15018,15709,415,17405,"0,00%","94,0","38,5","4144,53"
