Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,13,12,14,16,122,9,161,"0,00%","289,4","118,7","14,93"
Total,2000,13,12,14,16,122,9,161,"0,00%","289,4","118,7","14,93"
