Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,3,2,3,3,70,2,115,"0,00%","94,5","22,5","10,55"
Total,1000,3,2,3,3,70,2,115,"0,00%","94,5","22,5","10,55"
