Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,3,1,2,2,90,1,135,"0,00%","267,6","63,8","12,69"
Total,3000,3,1,2,2,90,1,135,"0,00%","267,6","63,8","12,69"
