Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,2,1,1,2,35,0,146,"0,00%","420,0","158,7","11,32"
Total,3000,2,1,1,2,35,0,146,"0,00%","420,0","158,7","11,32"
