Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,9481,9698,14511,14926,15600,598,15810,"0,00%","95,2","38,9","3940,44"
Total,2000,9481,9698,14511,14926,15600,598,15810,"0,00%","95,2","38,9","3940,44"
