Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,7,4,5,7,131,2,176,"0,00%","148,1","37,3","20,39"
Total,1000,7,4,5,7,131,2,176,"0,00%","148,1","37,3","20,39"
