Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,5,3,5,7,130,1,177,"0,00%","273,4","68,9","16,62"
Total,2000,5,3,5,7,130,1,177,"0,00%","273,4","68,9","16,62"
