Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,3,2,2,3,91,1,109,"0,00%","155,4","79,5","11,58"
Total,1000,3,2,2,3,91,1,109,"0,00%","155,4","79,5","11,58"
