Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,5,3,4,5,113,2,163,"0,00%","294,8","150,9","15,22"
Total,2000,5,3,4,5,113,2,163,"0,00%","294,8","150,9","15,22"
