Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,3,2,2,3,107,1,136,"0,00%","290,7","148,7","13,99"
Total,2000,3,2,2,3,107,1,136,"0,00%","290,7","148,7","13,99"
