Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,4,2,3,3,99,1,176,"0,00%","186,4","72,3","15,61"
Total,2000,4,2,3,3,99,1,176,"0,00%","186,4","72,3","15,61"
