Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,5,3,4,5,103,3,147,"0,00%","186,2","72,2","13,84"
Total,2000,5,3,4,5,103,3,147,"0,00%","186,2","72,2","13,84"
