Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,4,2,3,4,119,1,153,"0,00%","275,1","106,7","15,39"
Total,3000,4,2,3,4,119,1,153,"0,00%","275,1","106,7","15,39"
