Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,7,3,4,22,133,2,196,"0,00%","154,2","73,5","22,74"
Total,1000,7,3,4,22,133,2,196,"0,00%","154,2","73,5","22,74"
