Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,2,1,2,2,102,1,157,"0,00%","274,1","103,6","13,32"
Total,3000,2,1,2,2,102,1,157,"0,00%","274,1","103,6","13,32"
