Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,3,1,2,2,132,1,170,"0,00%","273,9","103,5","17,15"
Total,3000,3,1,2,2,132,1,170,"0,00%","273,9","103,5","17,15"
