Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,3,2,3,3,73,1,135,"0,00%","274,7","103,8","11,77"
Total,3000,3,2,3,3,73,1,135,"0,00%","274,7","103,8","11,77"
