Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,2,1,1,1,69,0,125,"0,00%","276,1","104,3","10,99"
Total,3000,2,1,1,1,69,0,125,"0,00%","276,1","104,3","10,99"
