Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,6,4,4,5,156,3,197,"0,00%","272,7","121,7","20,00"
Total,3000,6,4,4,5,156,3,197,"0,00%","272,7","121,7","20,00"
