Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,28,24,35,65,88,15,137,"0,00%","118,3","44,9","14,54"
Total,1000,28,24,35,65,88,15,137,"0,00%","118,3","44,9","14,54"
