Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,19,13,41,57,78,9,146,"0,00%","329,4","125,1","15,42"
Total,3000,19,13,41,57,78,9,146,"0,00%","329,4","125,1","15,42"
