Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,6,4,5,9,112,3,132,"0,00%","119,2","45,3","13,64"
Total,1000,6,4,5,9,112,3,132,"0,00%","119,2","45,3","13,64"
