Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,5,3,4,4,122,2,161,"0,00%","401,8","133,1","16,33"
Total,3000,5,3,4,4,122,2,161,"0,00%","401,8","133,1","16,33"
