Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,2,2,2,3,53,1,123,"0,00%","335,2","171,5","10,39"
Total,3000,2,2,2,3,53,1,123,"0,00%","335,2","171,5","10,39"
