Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,4,3,4,4,21,2,93,"0,00%","230,4","118,0","7,42"
Total,2000,4,3,4,4,21,2,93,"0,00%","230,4","118,0","7,42"
