Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,5,3,5,5,98,1,159,"0,00%","182,6","46,0","15,15"
Total,2000,5,3,5,5,98,1,159,"0,00%","182,6","46,0","15,15"
