Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,3000,5,3,4,5,120,2,167,"0,00%","331,7","169,8","16,89"
Total,3000,5,3,4,5,120,2,167,"0,00%","331,7","169,8","16,89"
