Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,2000,2,2,2,3,49,1,104,"0,00%","228,9","117,1","8,04"
Total,2000,2,2,2,3,49,1,104,"0,00%","228,9","117,1","8,04"
