Etiqueta,# Muestras,Media,Mediana,90% Line,95% Line,99% Line,Mín,Máx,% Error,Rendimiento,Kb/sec,Desv. Estándar
Petición HTTP,1000,10,9,11,14,86,7,126,"0,00%","95,9","36,4","11,70"
Total,1000,10,9,11,14,86,7,126,"0,00%","95,9","36,4","11,70"
